id,status,duration,start_date,start_station,end_date,end_station
537923,Closed,434698,2012-09-05 12:38:00-04,31,2012-09-10 13:23:00-04,
539909,Closed,319,2012-09-06 07:00:00-04,19,2012-09-06 07:05:00-04,33,T01398,Casual,,,
539910,Closed,624,2012-09-06 07:00:00-04,38,2012-09-06 07:10:00-04,59
539911,Closed,1023,2012-09-06 07:00:00-04,77,2012-09-06 07:17:00-04,80
539912,Closed,451,2012-09-06 07:01:00-04,40,2012-09-06 07:09:00-04,22
539913,Closed,1124,2012-09-06 07:02:00-04,38,2012-09-06 07:20:00-04,80,T01106,Registered,01915,1953,Male
539914,Closed,1272,2012-09-06 07:02:00-04,86,2012-09-06 07:23:00-04,22
539915,Closed,312,2012-09-06 07:02:00-04,58,2012-09-06 07:07:00-04,35,T01121,Registered,02116,1983,Male
539916,Closed,921,2012-09-06 07:02:00-04,34,2012-09-06 07:18:00-04,54
539917,Closed,1176,2012-09-06 07:03:00-04,38,2012-09-06 07:22:00-04,14
539919,Closed,1761,2012-09-06 07:03:00-04,33,2012-09-06 07:32:00-04,33,T01150,Registered,01944,1972,Male
539920,Closed,668,2012-09-06 07:03:00-04,38,2012-09-06 07:14:00-04,7,T01135,Registered,01969,1952,Male
539927,Closed,490,2012-09-06 07:04:00-04,52,2012-09-06 07:12:00-04,11
539928,Closed,575,2012-09-06 07:05:00-04,58,2012-09-06 07:14:00-04,48
539929,Closed,468,2012-09-06 07:05:00-04,55,2012-09-06 07:13:00-04,51,T01134,Registered,01453,1988,Male
539930,Closed,146,2012-09-06 07:05:00-04,32,2012-09-06 07:08:00-04,45
539931,Closed,846,2012-09-06 07:06:00-04,53,2012-09-06 07:20:00-04,22,T01360,Registered,02215,1989,Male
539932,Closed,1191,2012-09-06 07:06:00-04,66,2012-09-06 07:26:00-04,42
539933,Closed,852,2012-09-06 07:06:00-04,86,2012-09-06 07:20:00-04,55
539934,Closed,779,2012-09-06 07:06:00-04,76,2012-09-06 07:19:00-04,19
539935,Closed,2018,2012-09-06 07:07:00-04,60,2012-09-06 07:40:00-04,69
539936,Closed,457,2012-09-06 07:07:00-04,53,2012-09-06 07:14:00-04,34
539937,Closed,368,2012-09-06 07:07:00-04,29,2012-09-06 07:13:00-04,74
539938,Closed,276,2012-09-06 07:08:00-04,18,2012-09-06 07:13:00-04,70
539939,Closed,306,2012-09-06 07:09:00-04,38,2012-09-06 07:14:00-04,43,T01387,Registered,01890,1969,Male
539940,Closed,1031,2012-09-06 07:09:00-04,53,2012-09-06 07:26:00-04,38
539941,Closed,387,2012-09-06 07:09:00-04,69,2012-09-06 07:15:00-04,11,T01099,Registered,02446,1974,Male
539942,Closed,467,2012-09-06 07:09:00-04,22,2012-09-06 07:17:00-04,42
539943,Closed,362,2012-09-06 07:09:00-04,38,2012-09-06 07:15:00-04,35
539944,Closed,409,2012-09-06 07:10:00-04,38,2012-09-06 07:17:00-04,48,T01143,Registered,01801,1960,Male
539945,Closed,1288,2012-09-06 07:11:00-04,76,2012-09-06 07:33:00-04,7,T01306,Registered,02139,1983,Male
539946,Closed,309,2012-09-06 07:12:00-04,43,2012-09-06 07:17:00-04,23
539947,Closed,563,2012-09-06 07:13:00-04,66,2012-09-06 07:22:00-04,62,T01014,Registered,02134,1983,Female
539948,Closed,394,2012-09-06 07:13:00-04,43,2012-09-06 07:20:00-04,38,T01278,Registered,02061,1961,Male
539949,Closed,422,2012-09-06 07:13:00-04,43,2012-09-06 07:20:00-04,42,T01368,Registered,02043,1974,Male
539950,Closed,719,2012-09-06 07:13:00-04,16,2012-09-06 07:25:00-04,80
539951,Closed,1019,2012-09-06 07:14:00-04,4,2012-09-06 07:31:00-04,14,T01386,Registered,02118,1995,Female
539952,Closed,1392,2012-09-06 07:14:00-04,58,2012-09-06 07:38:00-04,42
539953,Closed,204,2012-09-06 07:14:00-04,22,2012-09-06 07:18:00-04,43,T01401,Registered,02026,1963,Male
539954,Closed,635,2012-09-06 07:15:00-04,60,2012-09-06 07:25:00-04,25,T01157,Registered,02118,1985,Male
539955,Closed,532,2012-09-06 07:15:00-04,41,2012-09-06 07:23:00-04,62
539956,Closed,1519,2012-09-06 07:15:00-04,84,2012-09-06 07:40:00-04,22,T01350,Registered,02142,1953,Female
539957,Closed,875,2012-09-06 07:15:00-04,38,2012-09-06 07:30:00-04,42
539958,Closed,1379,2012-09-06 07:15:00-04,42,2012-09-06 07:38:00-04,42
539959,Closed,329,2012-09-06 07:17:00-04,6,2012-09-06 07:22:00-04,48,T01442,Registered,02114,1983,Male
539960,Closed,224,2012-09-06 07:17:00-04,64,2012-09-06 07:20:00-04,43
539961,Closed,301,2012-09-06 07:17:00-04,22,2012-09-06 07:22:00-04,20
539962,Closed,449,2012-09-06 07:17:00-04,26,2012-09-06 07:25:00-04,35,T01206,Registered,02118,1962,Male
539963,Closed,934,2012-09-06 07:18:00-04,57,2012-09-06 07:34:00-04,64
539964,Closed,508,2012-09-06 07:19:00-04,22,2012-09-06 07:27:00-04,6
539965,Closed,856,2012-09-06 07:20:00-04,45,2012-09-06 07:35:00-04,48
539966,Closed,1331,2012-09-06 07:21:00-04,68,2012-09-06 07:43:00-04,64
539967,Closed,671,2012-09-06 07:22:00-04,26,2012-09-06 07:33:00-04,38
539969,Closed,653,2012-09-06 07:22:00-04,50,2012-09-06 07:33:00-04,31,T01095,Registered,02210,1982,Male
539970,Closed,429,2012-09-06 07:22:00-04,4,2012-09-06 07:29:00-04,48
539971,Closed,573,2012-09-06 07:22:00-04,32,2012-09-06 07:32:00-04,12
539972,Closed,1112,2012-09-06 07:24:00-04,79,2012-09-06 07:42:00-04,21
539973,Closed,757,2012-09-06 07:24:00-04,54,2012-09-06 07:36:00-04,33
539974,Closed,735,2012-09-06 07:24:00-04,38,2012-09-06 07:36:00-04,31,T01425,Registered,01890,1955,Male
539975,Closed,213,2012-09-06 07:24:00-04,38,2012-09-06 07:28:00-04,44
539976,Closed,350,2012-09-06 07:24:00-04,47,2012-09-06 07:30:00-04,24,T01110,Registered,02129,1985,Male
539977,Closed,1625,2012-09-06 07:24:00-04,60,2012-09-06 07:51:00-04,70
539978,Closed,769,2012-09-06 07:24:00-04,38,2012-09-06 07:37:00-04,61,T01269,Registered,01930,1978,Male
539980,Closed,430,2012-09-06 07:25:00-04,58,2012-09-06 07:32:00-04,61
539982,Closed,868,2012-09-06 07:25:00-04,46,2012-09-06 07:39:00-04,85,T01329,Registered,02215,1988,Male
539983,Closed,701,2012-09-06 07:25:00-04,38,2012-09-06 07:37:00-04,61,T01342,Registered,01944,1961,Male
539984,Closed,306,2012-09-06 07:25:00-04,38,2012-09-06 07:31:00-04,43
539985,Closed,692,2012-09-06 07:26:00-04,57,2012-09-06 07:38:00-04,22,T01224,Registered,02118,1989,Male
539986,Closed,851,2012-09-06 07:26:00-04,39,2012-09-06 07:40:00-04,72
539987,Closed,334,2012-09-06 07:26:00-04,76,2012-09-06 07:32:00-04,17
539988,Closed,405,2012-09-06 07:26:00-04,6,2012-09-06 07:33:00-04,64
539989,Closed,25,2012-09-06 07:27:00-04,22,2012-09-06 07:27:00-04,22
539990,Closed,1006,2012-09-06 07:28:00-04,38,2012-09-06 07:45:00-04,31
539991,Closed,143,2012-09-06 07:27:00-04,22,2012-09-06 07:30:00-04,64,T01360,Registered,02144,1984,Male
539992,Closed,83,2012-09-06 07:28:00-04,3,2012-09-06 07:29:00-04,14
539993,Closed,1181,2012-09-06 07:28:00-04,20,2012-09-06 07:48:00-04,60
539994,Closed,918,2012-09-06 07:28:00-04,76,2012-09-06 07:44:00-04,42
539995,Closed,581,2012-09-06 07:29:00-04,22,2012-09-06 07:38:00-04,50
539996,Closed,759,2012-09-06 07:29:00-04,25,2012-09-06 07:41:00-04,6,T01157,Registered,02118,1985,Male
539997,Closed,657,2012-09-06 07:29:00-04,38,2012-09-06 07:40:00-04,42
539998,Closed,774,2012-09-06 07:29:00-04,25,2012-09-06 07:42:00-04,60
539999,Closed,989,2012-09-06 07:30:00-04,86,2012-09-06 07:46:00-04,5
540000,Closed,564,2012-09-06 07:30:00-04,4,2012-09-06 07:39:00-04,48
540001,Closed,1034,2012-09-06 07:30:00-04,38,2012-09-06 07:47:00-04,75
540002,Closed,456,2012-09-06 07:30:00-04,38,2012-09-06 07:38:00-04,48,T01278,Registered,01867,1962,Male
540003,Closed,345,2012-09-06 07:31:00-04,9,2012-09-06 07:36:00-04,33,T01103,Registered,02134,1992,Male
540004,Closed,1150,2012-09-06 07:31:00-04,17,2012-09-06 07:50:00-04,61
540005,Closed,441,2012-09-06 07:31:00-04,60,2012-09-06 07:38:00-04,22
540007,Closed,1499,2012-09-06 07:31:00-04,39,2012-09-06 07:56:00-04,76
540008,Closed,1208,2012-09-06 07:32:00-04,44,2012-09-06 07:52:00-04,11
540010,Closed,550,2012-09-06 07:32:00-04,20,2012-09-06 07:41:00-04,31
540011,Closed,1167,2012-09-06 07:34:00-04,16,2012-09-06 07:54:00-04,72,T01172,Casual,,,
540012,Closed,1713,2012-09-06 07:33:00-04,86,2012-09-06 08:01:00-04,42
540013,Closed,696,2012-09-06 07:33:00-04,63,2012-09-06 07:45:00-04,54,T01343,Registered,02127,1965,Female
540014,Closed,581,2012-09-06 07:33:00-04,43,2012-09-06 07:43:00-04,50,T01387,Registered,02043,1960,Male
540015,Closed,1089,2012-09-06 07:33:00-04,76,2012-09-06 07:51:00-04,35
540016,Closed,395,2012-09-06 07:33:00-04,26,2012-09-06 07:40:00-04,36,T01242,Registered,02118,1981,Male
540017,Closed,423,2012-09-06 07:34:00-04,61,2012-09-06 07:41:00-04,39
540018,Closed,525,2012-09-06 07:34:00-04,38,2012-09-06 07:43:00-04,24
540019,Closed,1025,2012-09-06 07:35:00-04,36,2012-09-06 07:52:00-04,22
540020,Closed,330,2012-09-06 07:35:00-04,16,2012-09-06 07:40:00-04,39,T01322,Registered,02465,1953,Male
540021,Closed,984,2012-09-06 07:35:00-04,76,2012-09-06 07:52:00-04,11
540022,Closed,840,2012-09-06 07:35:00-04,38,2012-09-06 07:49:00-04,49,T01326,Registered,02145,1952,Female
540023,Closed,452,2012-09-06 07:36:00-04,25,2012-09-06 07:43:00-04,22,T01175,Registered,02118,1971,Female
540024,Closed,661,2012-09-06 07:36:00-04,16,2012-09-06 07:47:00-04,80,T01071,Registered,02116,1980,Male
540025,Closed,831,2012-09-06 07:36:00-04,16,2012-09-06 07:50:00-04,14,T01248,Registered,02116,1983,Female
540026,Closed,392,2012-09-06 07:36:00-04,26,2012-09-06 07:43:00-04,22
540027,Closed,192,2012-09-06 07:36:00-04,24,2012-09-06 07:40:00-04,43
540028,Closed,319,2012-09-06 07:36:00-04,60,2012-09-06 07:42:00-04,49,T01211,Registered,02139,1984,Male
540029,Closed,437,2012-09-06 07:37:00-04,20,2012-09-06 07:44:00-04,31
540030,Closed,465,2012-09-06 07:37:00-04,38,2012-09-06 07:45:00-04,64,T01079,Registered,02478,1990,Male
540032,Closed,539,2012-09-06 07:38:00-04,22,2012-09-06 07:47:00-04,21
540033,Closed,169,2012-09-06 07:38:00-04,11,2012-09-06 07:41:00-04,14,T01099,Casual,,,
540034,Closed,182,2012-09-06 07:38:00-04,22,2012-09-06 07:41:00-04,48
540035,Closed,454,2012-09-06 07:38:00-04,22,2012-09-06 07:45:00-04,40
540036,Closed,446,2012-09-06 07:38:00-04,38,2012-09-06 07:45:00-04,43,T01194,Registered,02478,1963,Male
540037,Closed,307,2012-09-06 07:38:00-04,59,2012-09-06 07:43:00-04,50
540038,Closed,1224,2012-09-06 07:38:00-04,54,2012-09-06 07:59:00-04,9
540039,Closed,258,2012-09-06 07:38:00-04,22,2012-09-06 07:43:00-04,65,T01224,Registered,02478,1958,Female
540040,Closed,1245,2012-09-06 07:39:00-04,6,2012-09-06 07:59:00-04,30,T01284,Registered,02114,1978,Male
540041,Closed,768,2012-09-06 07:39:00-04,36,2012-09-06 07:52:00-04,80
540042,Closed,559,2012-09-06 07:39:00-04,41,2012-09-06 07:48:00-04,19,T01218,Registered,02134,1984,Male
540043,Closed,278,2012-09-06 07:39:00-04,4,2012-09-06 07:44:00-04,54
540044,Closed,386,2012-09-06 07:39:00-04,46,2012-09-06 07:46:00-04,39,T01315,Registered,02118,1987,Male
540045,Closed,457,2012-09-06 07:39:00-04,40,2012-09-06 07:47:00-04,59
540046,Closed,358,2012-09-06 07:40:00-04,58,2012-09-06 07:46:00-04,35
540047,Closed,451,2012-09-06 07:41:00-04,16,2012-09-06 07:49:00-04,22,T01258,Casual,,,
540049,Closed,825,2012-09-06 07:42:00-04,25,2012-09-06 07:55:00-04,35
540050,Closed,367,2012-09-06 07:42:00-04,58,2012-09-06 07:48:00-04,61
540051,Closed,272,2012-09-06 07:43:00-04,38,2012-09-06 07:47:00-04,44
540052,Closed,237,2012-09-06 07:44:00-04,33,2012-09-06 07:48:00-04,10
540053,Closed,639,2012-09-06 07:43:00-04,53,2012-09-06 07:54:00-04,23
540054,Closed,339,2012-09-06 07:43:00-04,38,2012-09-06 07:49:00-04,43,T01316,Registered,01982,1961,Male
540055,Closed,609,2012-09-06 07:43:00-04,39,2012-09-06 07:53:00-04,35,T01156,Registered,02118,1974,Female
540056,Closed,492,2012-09-06 07:43:00-04,5,2012-09-06 07:51:00-04,10
540057,Closed,293,2012-09-06 07:43:00-04,60,2012-09-06 07:48:00-04,72
540058,Closed,730,2012-09-06 07:43:00-04,25,2012-09-06 07:56:00-04,64
540059,Closed,1917,2012-09-06 07:44:00-04,38,2012-09-06 08:16:00-04,62,T01069,Registered,01950,1964,Female
540060,Closed,244,2012-09-06 07:44:00-04,40,2012-09-06 07:48:00-04,43
540061,Closed,574,2012-09-06 07:44:00-04,38,2012-09-06 07:54:00-04,64
540062,Closed,486,2012-09-06 07:44:00-04,25,2012-09-06 07:52:00-04,52
540063,Closed,953,2012-09-06 07:44:00-04,32,2012-09-06 08:00:00-04,37
540064,Closed,303,2012-09-06 07:44:00-04,88,2012-09-06 07:49:00-04,76,T01234,Casual,,,
540065,Closed,987,2012-09-06 07:44:00-04,38,2012-09-06 08:01:00-04,55
540067,Closed,663,2012-09-06 07:44:00-04,38,2012-09-06 07:55:00-04,31,T01146,Registered,01950,1980,Male
540069,Closed,361,2012-09-06 07:44:00-04,22,2012-09-06 07:51:00-04,40,T01175,Registered,02110,1982,Male
540070,Closed,637,2012-09-06 07:45:00-04,46,2012-09-06 07:55:00-04,14,T01298,Registered,02215,1979,Male
540071,Closed,943,2012-09-06 07:45:00-04,38,2012-09-06 08:01:00-04,80
540072,Closed,421,2012-09-06 07:45:00-04,38,2012-09-06 07:52:00-04,43,T01113,Registered,01890,1978,Male
540073,Closed,433,2012-09-06 07:45:00-04,88,2012-09-06 07:52:00-04,91
540074,Closed,503,2012-09-06 07:45:00-04,38,2012-09-06 07:53:00-04,22,T01133,Registered,01907,1960,Male
540075,Closed,768,2012-09-06 07:45:00-04,38,2012-09-06 07:58:00-04,22
540076,Closed,523,2012-09-06 07:46:00-04,22,2012-09-06 07:54:00-04,39,T01350,Registered,02043,1968,Male
540077,Closed,431,2012-09-06 07:46:00-04,38,2012-09-06 07:53:00-04,48
540078,Closed,260,2012-09-06 07:46:00-04,50,2012-09-06 07:51:00-04,81,T01387,Registered,02116,1955,Male
540079,Closed,1306,2012-09-06 07:49:00-04,38,2012-09-06 08:10:00-04,33
