id,status,duration,start_date,start_station,end_date,end_station
537923,Closed,434698,2012-09-05 12:38:00-04,31,2012-09-10 13:23:00-04,
543361,Closed,1222,2012-09-07 02:23:00-04,85,2012-09-07 02:44:00-04,85,T01323,Casual,,,
543362,Closed,1226,2012-09-07 02:24:00-04,85,2012-09-07 02:44:00-04,85,T01325,Casual,,,
543363,Closed,684,2012-09-07 02:27:00-04,58,2012-09-07 02:39:00-04,58,T01316,Casual,,,
543364,Closed,925,2012-09-07 02:33:00-04,8,2012-09-07 02:49:00-04,30
543365,Closed,1057,2012-09-07 02:36:00-04,47,2012-09-07 02:54:00-04,88
543366,Closed,329,2012-09-07 02:35:00-04,49,2012-09-07 02:40:00-04,16
543367,Closed,434,2012-09-07 02:35:00-04,46,2012-09-07 02:43:00-04,53
543368,Closed,1105,2012-09-07 02:56:00-04,88,2012-09-07 03:15:00-04,91
543369,Closed,1282,2012-09-07 02:59:00-04,16,2012-09-07 03:20:00-04,16
543370,Closed,12,2012-09-07 03:13:00-04,39,2012-09-07 03:14:00-04,39
543371,Closed,1188,2012-09-07 03:18:00-04,91,2012-09-07 03:38:00-04,71
543372,Closed,366,2012-09-07 03:19:00-04,55,2012-09-07 03:25:00-04,19
543373,Closed,258,2012-09-07 03:53:00-04,46,2012-09-07 03:57:00-04,25
543374,Closed,560,2012-09-07 04:19:00-04,11,2012-09-07 04:28:00-04,21
543375,Closed,624,2012-09-07 05:08:00-04,62,2012-09-07 05:18:00-04,75
543376,Closed,450,2012-09-07 05:08:00-04,22,2012-09-07 05:16:00-04,16
543377,Closed,539,2012-09-07 05:25:00-04,57,2012-09-07 05:34:00-04,30
543379,Closed,942,2012-09-07 05:29:00-04,85,2012-09-07 05:45:00-04,36
543380,Closed,579,2012-09-07 05:35:00-04,26,2012-09-07 05:44:00-04,60
543381,Closed,333,2012-09-07 05:51:00-04,30,2012-09-07 05:57:00-04,62
543382,Closed,684,2012-09-07 05:51:00-04,39,2012-09-07 06:02:00-04,48
543383,Closed,1048,2012-09-07 05:52:00-04,4,2012-09-07 06:10:00-04,69,T01165,Registered,02116,1991,Male
543384,Closed,491,2012-09-07 05:53:00-04,45,2012-09-07 06:02:00-04,36
543385,Closed,670,2012-09-07 05:55:00-04,45,2012-09-07 06:06:00-04,69,T01408,Casual,,,
543386,Closed,304,2012-09-07 05:55:00-04,45,2012-09-07 06:00:00-04,11,T01258,Registered,02215,1982,Male
543387,Closed,303,2012-09-07 05:55:00-04,58,2012-09-07 06:00:00-04,36,T01316,Registered,02108,1983,Female
543388,Closed,445,2012-09-07 05:57:00-04,60,2012-09-07 06:04:00-04,36
543389,Closed,1540,2012-09-07 05:59:00-04,62,2012-09-07 06:25:00-04,18
543390,Closed,1524,2012-09-07 06:01:00-04,40,2012-09-07 06:26:00-04,69
543391,Closed,1107,2012-09-07 06:02:00-04,26,2012-09-07 06:20:00-04,14
543392,Closed,1019,2012-09-07 06:05:00-04,46,2012-09-07 06:22:00-04,23,T01135,Registered,02134,1985,Male
543393,Closed,402,2012-09-07 06:10:00-04,4,2012-09-07 06:17:00-04,22
543394,Closed,363,2012-09-07 06:11:00-04,58,2012-09-07 06:17:00-04,48
543395,Closed,573,2012-09-07 06:12:00-04,57,2012-09-07 06:22:00-04,54
543396,Closed,417,2012-09-07 06:12:00-04,47,2012-09-07 06:19:00-04,24
543397,Closed,657,2012-09-07 06:14:00-04,68,2012-09-07 06:25:00-04,41
543398,Closed,683,2012-09-07 06:14:00-04,25,2012-09-07 06:25:00-04,80
543399,Closed,715,2012-09-07 06:16:00-04,38,2012-09-07 06:28:00-04,72
543400,Closed,831,2012-09-07 06:17:00-04,56,2012-09-07 06:31:00-04,23
543401,Closed,355,2012-09-07 06:17:00-04,21,2012-09-07 06:23:00-04,39
543402,Closed,815,2012-09-07 06:18:00-04,38,2012-09-07 06:31:00-04,64
543403,Closed,647,2012-09-07 06:18:00-04,38,2012-09-07 06:28:00-04,72,T01190,Registered,01923,1963,Male
543404,Closed,340,2012-09-07 06:20:00-04,22,2012-09-07 06:26:00-04,40
543405,Closed,716,2012-09-07 06:21:00-04,85,2012-09-07 06:33:00-04,54,T01224,Registered,02215,1988,Male
543408,Closed,478,2012-09-07 06:22:00-04,38,2012-09-07 06:30:00-04,48
543409,Closed,318,2012-09-07 06:22:00-04,34,2012-09-07 06:27:00-04,11,T01446,Registered,01721,1960,Male
543410,Closed,170,2012-09-07 06:22:00-04,36,2012-09-07 06:25:00-04,52
543411,Closed,891,2012-09-07 06:22:00-04,61,2012-09-07 06:37:00-04,43
543412,Closed,645,2012-09-07 06:24:00-04,47,2012-09-07 06:35:00-04,21
543413,Closed,379,2012-09-07 06:26:00-04,46,2012-09-07 06:32:00-04,13
543414,Closed,508,2012-09-07 06:29:00-04,58,2012-09-07 06:38:00-04,48
543415,Closed,270,2012-09-07 06:29:00-04,38,2012-09-07 06:34:00-04,43,T01138,Registered,01984,1968,Male
543417,Closed,373,2012-09-07 06:30:00-04,38,2012-09-07 06:36:00-04,64,T01381,Registered,01982,1976,Male
543418,Closed,448,2012-09-07 06:31:00-04,38,2012-09-07 06:38:00-04,22
543419,Closed,735,2012-09-07 06:31:00-04,4,2012-09-07 06:43:00-04,6
543420,Closed,391,2012-09-07 06:32:00-04,38,2012-09-07 06:38:00-04,48
543421,Closed,930,2012-09-07 06:32:00-04,30,2012-09-07 06:48:00-04,41
543422,Closed,1659,2012-09-07 06:33:00-04,46,2012-09-07 07:00:00-04,7,T01127,Registered,02066,1961,Female
543423,Closed,180,2012-09-07 06:33:00-04,43,2012-09-07 06:36:00-04,22
543424,Closed,340,2012-09-07 06:33:00-04,58,2012-09-07 06:39:00-04,61,T01374,Registered,02116,1977,Female
543425,Closed,322,2012-09-07 06:34:00-04,58,2012-09-07 06:39:00-04,61,T01306,Registered,02116,1977,Male
543426,Closed,1205,2012-09-07 06:34:00-04,56,2012-09-07 06:54:00-04,72,T01038,Registered,02119,1974,Male
543427,Closed,459,2012-09-07 06:35:00-04,43,2012-09-07 06:42:00-04,42
543428,Closed,649,2012-09-07 06:36:00-04,20,2012-09-07 06:47:00-04,84
543429,Closed,1150,2012-09-07 06:37:00-04,6,2012-09-07 06:56:00-04,11,T01270,Registered,02114,1981,Female
543430,Closed,818,2012-09-07 06:38:00-04,76,2012-09-07 06:51:00-04,46
543431,Closed,401,2012-09-07 06:38:00-04,40,2012-09-07 06:45:00-04,81
543432,Closed,225,2012-09-07 06:39:00-04,47,2012-09-07 06:43:00-04,48
543433,Closed,598,2012-09-07 06:39:00-04,26,2012-09-07 06:49:00-04,85
543434,Closed,517,2012-09-07 06:40:00-04,22,2012-09-07 06:48:00-04,60
543435,Closed,528,2012-09-07 06:42:00-04,39,2012-09-07 06:51:00-04,48
543436,Closed,410,2012-09-07 06:43:00-04,22,2012-09-07 06:49:00-04,50
543437,Closed,908,2012-09-07 06:43:00-04,22,2012-09-07 06:58:00-04,67,T01104,Registered,02050,1952,Male
543438,Closed,2041,2012-09-07 06:43:00-04,47,2012-09-07 07:17:00-04,41
543439,Closed,185,2012-09-07 06:44:00-04,51,2012-09-07 06:47:00-04,12
543440,Closed,387,2012-09-07 06:45:00-04,27,2012-09-07 06:51:00-04,11,T01342,Registered,02130,1970,Female
543441,Closed,1410,2012-09-07 06:47:00-04,8,2012-09-07 07:11:00-04,23
543442,Closed,440,2012-09-07 06:47:00-04,38,2012-09-07 06:55:00-04,64
543443,Closed,625,2012-09-07 06:48:00-04,41,2012-09-07 06:59:00-04,11
543445,Closed,537,2012-09-07 06:49:00-04,45,2012-09-07 06:58:00-04,21,T01276,Registered,02215,1977,Male
543446,Closed,925,2012-09-07 06:51:00-04,76,2012-09-07 07:07:00-04,42,T01106,Registered,02139,1983,Male
543448,Closed,668,2012-09-07 06:52:00-04,4,2012-09-07 07:03:00-04,20
543449,Closed,886,2012-09-07 06:52:00-04,64,2012-09-07 07:07:00-04,36
543450,Closed,1028,2012-09-07 06:53:00-04,16,2012-09-07 07:10:00-04,80,T01209,Registered,02110,1964,Male
543451,Closed,716,2012-09-07 06:53:00-04,25,2012-09-07 07:05:00-04,48
543452,Closed,462,2012-09-07 06:54:00-04,16,2012-09-07 07:01:00-04,22
543455,Closed,563,2012-09-07 06:54:00-04,58,2012-09-07 07:03:00-04,48
543456,Closed,873,2012-09-07 06:54:00-04,46,2012-09-07 07:09:00-04,84
543457,Closed,552,2012-09-07 06:55:00-04,68,2012-09-07 07:04:00-04,53
543458,Closed,425,2012-09-07 06:57:00-04,4,2012-09-07 07:04:00-04,35
543459,Closed,408,2012-09-07 06:57:00-04,39,2012-09-07 07:04:00-04,50
543460,Closed,222,2012-09-07 06:59:00-04,45,2012-09-07 07:03:00-04,11
543461,Closed,428,2012-09-07 07:00:00-04,22,2012-09-07 07:07:00-04,42,T01369,Registered,02748,1971,Male
543462,Closed,306,2012-09-07 07:00:00-04,38,2012-09-07 07:05:00-04,44
543463,Closed,356,2012-09-07 07:00:00-04,60,2012-09-07 07:06:00-04,49
543464,Closed,234,2012-09-07 07:00:00-04,68,2012-09-07 07:04:00-04,67,T01184,Registered,02144,1988,Male
543465,Closed,246,2012-09-07 07:00:00-04,25,2012-09-07 07:04:00-04,16
543466,Closed,225,2012-09-07 07:01:00-04,16,2012-09-07 07:05:00-04,50
543467,Closed,626,2012-09-07 07:01:00-04,33,2012-09-07 07:11:00-04,80
543468,Closed,1171,2012-09-07 07:01:00-04,38,2012-09-07 07:21:00-04,91
543469,Closed,668,2012-09-07 07:02:00-04,38,2012-09-07 07:13:00-04,7
543472,Closed,734,2012-09-07 07:03:00-04,77,2012-09-07 07:15:00-04,80
543473,Closed,721,2012-09-07 07:05:00-04,64,2012-09-07 07:17:00-04,20,T01381,Registered,02368,1953,Male
543474,Closed,293,2012-09-07 07:07:00-04,30,2012-09-07 07:11:00-04,82
543475,Closed,83,2012-09-07 07:06:00-04,54,2012-09-07 07:08:00-04,81,T01224,Registered,03104,1959,Male
543476,Closed,467,2012-09-07 07:07:00-04,40,2012-09-07 07:15:00-04,22
543477,Closed,313,2012-09-07 07:08:00-04,38,2012-09-07 07:13:00-04,43
543478,Closed,917,2012-09-07 07:08:00-04,54,2012-09-07 07:23:00-04,85
543479,Closed,218,2012-09-07 07:08:00-04,43,2012-09-07 07:12:00-04,22
543480,Closed,300,2012-09-07 07:08:00-04,20,2012-09-07 07:14:00-04,35,T01037,Registered,01944,1962,Male
543481,Closed,504,2012-09-07 07:09:00-04,69,2012-09-07 07:18:00-04,11
543482,Closed,823,2012-09-07 07:10:00-04,11,2012-09-07 07:23:00-04,42,T01270,Casual,,,
543483,Closed,387,2012-09-07 07:09:00-04,38,2012-09-07 07:16:00-04,35,T01254,Registered,01826,1966,Male
543484,Closed,279,2012-09-07 07:10:00-04,40,2012-09-07 07:15:00-04,43,T01141,Registered,02109,1974,Male
543485,Closed,1321,2012-09-07 07:10:00-04,16,2012-09-07 07:32:00-04,31
543486,Closed,849,2012-09-07 07:11:00-04,60,2012-09-07 07:25:00-04,10
543487,Closed,1484,2012-09-07 07:11:00-04,18,2012-09-07 07:36:00-04,22,T01149,Registered,02043,1970,Male
543488,Closed,277,2012-09-07 07:12:00-04,53,2012-09-07 07:16:00-04,67
543489,Closed,991,2012-09-07 07:12:00-04,47,2012-09-07 07:28:00-04,16,T01072,Registered,02113,1983,Female
543490,Closed,253,2012-09-07 07:12:00-04,53,2012-09-07 07:16:00-04,67,T01266,Registered,02215,1993,Male
543491,Closed,230,2012-09-07 07:12:00-04,20,2012-09-07 07:16:00-04,64
543493,Closed,533,2012-09-07 07:13:00-04,43,2012-09-07 07:21:00-04,50
543494,Closed,424,2012-09-07 07:13:00-04,26,2012-09-07 07:20:00-04,35
543495,Closed,1037,2012-09-07 07:13:00-04,17,2012-09-07 07:30:00-04,61
543496,Closed,242,2012-09-07 07:13:00-04,64,2012-09-07 07:17:00-04,43
543497,Closed,180,2012-09-07 07:13:00-04,58,2012-09-07 07:16:00-04,50
543498,Closed,1127,2012-09-07 07:13:00-04,7,2012-09-07 07:32:00-04,46,T01127,Registered,02066,1961,Female
543499,Closed,216,2012-09-07 07:14:00-04,22,2012-09-07 07:17:00-04,43
543500,Closed,376,2012-09-07 07:17:00-04,25,2012-09-07 07:23:00-04,21,T01160,Casual,,,
543501,Closed,754,2012-09-07 07:17:00-04,46,2012-09-07 07:29:00-04,41
543502,Closed,1551,2012-09-07 07:19:00-04,16,2012-09-07 07:45:00-04,70
543503,Closed,541,2012-09-07 07:20:00-04,22,2012-09-07 07:29:00-04,40
543504,Closed,950,2012-09-07 07:21:00-04,38,2012-09-07 07:37:00-04,52,T01036,Registered,02129,1980,Male
543505,Closed,1009,2012-09-07 07:21:00-04,39,2012-09-07 07:38:00-04,72
543506,Closed,332,2012-09-07 07:22:00-04,26,2012-09-07 07:27:00-04,16
543508,Closed,821,2012-09-07 07:22:00-04,68,2012-09-07 07:35:00-04,49,T01091,Registered,02139,1984,Male
543509,Closed,725,2012-09-07 07:22:00-04,50,2012-09-07 07:34:00-04,31
543510,Closed,812,2012-09-07 07:22:00-04,79,2012-09-07 07:36:00-04,80
543511,Closed,435,2012-09-07 07:22:00-04,4,2012-09-07 07:29:00-04,22
543513,Closed,662,2012-09-07 07:23:00-04,22,2012-09-07 07:34:00-04,38
543514,Closed,582,2012-09-07 07:23:00-04,58,2012-09-07 07:33:00-04,64,T01155,Registered,02108,1983,Male
543515,Closed,1197,2012-09-07 07:24:00-04,84,2012-09-07 07:44:00-04,5
543516,Closed,275,2012-09-07 07:24:00-04,22,2012-09-07 07:29:00-04,49
543517,Closed,878,2012-09-07 07:25:00-04,38,2012-09-07 07:39:00-04,31
543518,Closed,424,2012-09-07 07:25:00-04,22,2012-09-07 07:32:00-04,50
543519,Closed,576,2012-09-07 07:25:00-04,38,2012-09-07 07:35:00-04,64
543520,Closed,760,2012-09-07 07:26:00-04,38,2012-09-07 07:38:00-04,61
543521,Closed,1054,2012-09-07 07:26:00-04,53,2012-09-07 07:43:00-04,22,T01130,Registered,02215,1989,Male
543522,Closed,1005,2012-09-07 07:26:00-04,38,2012-09-07 07:42:00-04,33
543523,Closed,287,2012-09-07 07:26:00-04,38,2012-09-07 07:30:00-04,43
543524,Closed,249,2012-09-07 07:26:00-04,22,2012-09-07 07:30:00-04,20
543525,Closed,868,2012-09-07 07:26:00-04,22,2012-09-07 07:40:00-04,51
543526,Closed,703,2012-09-07 07:26:00-04,79,2012-09-07 07:38:00-04,80
543527,Closed,937,2012-09-07 07:26:00-04,74,2012-09-07 07:42:00-04,33
543528,Closed,277,2012-09-07 07:27:00-04,60,2012-09-07 07:31:00-04,42
543529,Closed,283,2012-09-07 07:27:00-04,45,2012-09-07 07:32:00-04,14,T01448,Registered,02215,1980,Male
543530,Closed,1621,2012-09-07 07:28:00-04,38,2012-09-07 07:55:00-04,11,T01445,Registered,02150,1983,Female
543531,Closed,1305,2012-09-07 07:28:00-04,26,2012-09-07 07:50:00-04,62
543532,Closed,746,2012-09-07 07:29:00-04,90,2012-09-07 07:41:00-04,22
543533,Closed,560,2012-09-07 07:29:00-04,32,2012-09-07 07:38:00-04,12
543534,Closed,936,2012-09-07 07:31:00-04,68,2012-09-07 07:46:00-04,11,T01131,Casual,,,
543535,Closed,1586,2012-09-07 07:30:00-04,69,2012-09-07 07:57:00-04,40,T01165,Casual,,,
543536,Closed,1080,2012-09-07 07:30:00-04,33,2012-09-07 07:48:00-04,48
543537,Closed,842,2012-09-07 07:31:00-04,22,2012-09-07 07:45:00-04,20
543538,Closed,1777,2012-09-07 07:31:00-04,84,2012-09-07 08:00:00-04,64
543539,Closed,451,2012-09-07 07:31:00-04,25,2012-09-07 07:38:00-04,22,T01343,Registered,02118,1964,Male
543540,Closed,675,2012-09-07 07:32:00-04,79,2012-09-07 07:43:00-04,84,T01136,Casual,,,
543542,Closed,451,2012-09-07 07:33:00-04,63,2012-09-07 07:40:00-04,24
543543,Closed,600,2012-09-07 07:33:00-04,16,2012-09-07 07:43:00-04,23
543545,Closed,899,2012-09-07 07:34:00-04,43,2012-09-07 07:49:00-04,61
543546,Closed,1038,2012-09-07 07:34:00-04,69,2012-09-07 07:51:00-04,67,T01200,Registered,02139,1978,Male
543547,Closed,475,2012-09-07 07:34:00-04,47,2012-09-07 07:42:00-04,22
543548,Closed,1363,2012-09-07 07:34:00-04,86,2012-09-07 07:57:00-04,42
543549,Closed,1258,2012-09-07 07:34:00-04,44,2012-09-07 07:55:00-04,11
543550,Closed,567,2012-09-07 07:34:00-04,57,2012-09-07 07:44:00-04,14
543551,Closed,914,2012-09-07 07:35:00-04,41,2012-09-07 07:50:00-04,74
543552,Closed,787,2012-09-07 07:35:00-04,43,2012-09-07 07:48:00-04,60,T01141,Registered,02043,1955,Male
543553,Closed,144,2012-09-07 07:35:00-04,22,2012-09-07 07:37:00-04,64
543554,Closed,1576,2012-09-07 07:35:00-04,69,2012-09-07 08:01:00-04,38,T01169,Registered,02113,1988,Female
543555,Closed,831,2012-09-07 07:35:00-04,10,2012-09-07 07:49:00-04,72
543556,Closed,370,2012-09-07 07:35:00-04,38,2012-09-07 07:41:00-04,48
543557,Closed,727,2012-09-07 07:35:00-04,23,2012-09-07 07:48:00-04,80
543559,Closed,459,2012-09-07 07:36:00-04,38,2012-09-07 07:44:00-04,24,T01373,Registered,02148,1980,Male
543560,Closed,301,2012-09-07 07:36:00-04,58,2012-09-07 07:41:00-04,54
543561,Closed,241,2012-09-07 07:36:00-04,47,2012-09-07 07:40:00-04,48
543562,Closed,831,2012-09-07 07:36:00-04,36,2012-09-07 07:50:00-04,80
543563,Closed,419,2012-09-07 07:36:00-04,61,2012-09-07 07:43:00-04,39,T01374,Registered,02116,1987,Male
543564,Closed,837,2012-09-07 07:36:00-04,38,2012-09-07 07:50:00-04,49
543565,Closed,233,2012-09-07 07:36:00-04,35,2012-09-07 07:40:00-04,64
543566,Closed,465,2012-09-07 07:37:00-04,38,2012-09-07 07:45:00-04,43
543567,Closed,434,2012-09-07 07:37:00-04,38,2012-09-07 07:44:00-04,48
543568,Closed,876,2012-09-07 07:37:00-04,38,2012-09-07 07:52:00-04,7
543569,Closed,515,2012-09-07 07:38:00-04,4,2012-09-07 07:46:00-04,52
543570,Closed,278,2012-09-07 07:38:00-04,36,2012-09-07 07:43:00-04,21
543571,Closed,243,2012-09-07 07:38:00-04,22,2012-09-07 07:42:00-04,48
543572,Closed,1854,2012-09-07 07:39:00-04,78,2012-09-07 08:09:00-04,33
543573,Closed,503,2012-09-07 07:39:00-04,38,2012-09-07 07:47:00-04,23
543574,Closed,462,2012-09-07 07:39:00-04,60,2012-09-07 07:46:00-04,36
543575,Closed,582,2012-09-07 07:39:00-04,32,2012-09-07 07:48:00-04,50
543576,Closed,620,2012-09-07 07:39:00-04,66,2012-09-07 07:49:00-04,62
543577,Closed,469,2012-09-07 07:39:00-04,50,2012-09-07 07:47:00-04,22,T01138,Registered,02116,1983,Male
543578,Closed,308,2012-09-07 07:40:00-04,69,2012-09-07 07:45:00-04,62,T01408,Registered,02446,1972,Female
543579,Closed,564,2012-09-07 07:40:00-04,60,2012-09-07 07:50:00-04,64
543580,Closed,619,2012-09-07 07:41:00-04,53,2012-09-07 07:51:00-04,23
543581,Closed,758,2012-09-07 07:41:00-04,47,2012-09-07 07:53:00-04,72
543582,Closed,440,2012-09-07 07:41:00-04,61,2012-09-07 07:49:00-04,33,T01306,Casual,,,
543583,Closed,399,2012-09-07 07:42:00-04,60,2012-09-07 07:48:00-04,54
543584,Closed,874,2012-09-07 07:42:00-04,86,2012-09-07 07:56:00-04,33
543585,Closed,462,2012-09-07 07:41:00-04,25,2012-09-07 07:49:00-04,22
543586,Closed,1342,2012-09-07 07:42:00-04,22,2012-09-07 08:04:00-04,32,T01343,Registered,02188,1967,Male
543587,Closed,337,2012-09-07 07:42:00-04,22,2012-09-07 07:47:00-04,42,T01149,Registered,02188,,Male
543588,Closed,396,2012-09-07 07:42:00-04,49,2012-09-07 07:49:00-04,21,T01091,Casual,,,
543589,Closed,765,2012-09-07 07:42:00-04,33,2012-09-07 07:54:00-04,25
543590,Closed,401,2012-09-07 07:42:00-04,46,2012-09-07 07:49:00-04,39,T01127,Registered,02118,1987,Male
543591,Closed,427,2012-09-07 07:42:00-04,22,2012-09-07 07:49:00-04,58
543592,Closed,1013,2012-09-07 07:43:00-04,38,2012-09-07 08:00:00-04,53
543593,Closed,298,2012-09-07 07:43:00-04,35,2012-09-07 07:48:00-04,43,T01254,Registered,02138,1954,Male
543594,Closed,299,2012-09-07 07:43:00-04,4,2012-09-07 07:48:00-04,54
543595,Closed,866,2012-09-07 07:44:00-04,38,2012-09-07 07:58:00-04,22
543596,Closed,335,2012-09-07 07:44:00-04,38,2012-09-07 07:49:00-04,43
543597,Closed,232,2012-09-07 07:44:00-04,38,2012-09-07 07:48:00-04,44
543598,Closed,525,2012-09-07 07:44:00-04,38,2012-09-07 07:53:00-04,64,T01124,Registered,01852,1986,Male
543600,Closed,946,2012-09-07 07:44:00-04,38,2012-09-07 08:00:00-04,26
543601,Closed,987,2012-09-07 07:45:00-04,69,2012-09-07 08:01:00-04,42,T01216,Registered,02116,1991,Male
543602,Closed,977,2012-09-07 07:45:00-04,38,2012-09-07 08:01:00-04,55,T01401,Registered,01938,1955,Male
